"","X1","X1_3","X1_2","X1_1","stimuliShown","group_1","perceptual_result","block","stim1","stim2","response","rt","reward","ID","stim_chosen","typeOfChoice","highChosen","riskChosen","forced","choices","win","correct","risky","trial","trial_cont","trial_id","trial_n","trigger_integer","buttonBox_2.keys","participant","ID_n","trigger_feedback","trialIndex","first_observer","second_observer","block_soc","pair_type"
"132",132,132,132,132,31,"underestimator","overestimator",1,3,1,1,0.428874,73,1,1,2,1,NA,0,0,NA,1,NA,132,132,132,132,31,"1","sub-001",1,32,132,"out-group","in-group","baseline","different"
"133",133,133,133,133,23,"underestimator","overestimator",1,2,3,0,0.7168911,54,1,2,4,1,NA,0,1,NA,1,NA,133,133,133,133,23,"0","sub-001",1,24,133,"out-group","in-group","baseline","different"
"134",134,134,134,134,32,"underestimator","overestimator",1,3,2,1,0.937037,56,1,2,4,1,NA,0,0,NA,1,NA,134,134,134,134,32,"1","sub-001",1,33,134,"out-group","in-group","baseline","different"
"135",135,135,135,135,24,"underestimator","overestimator",1,2,4,0,0.8523265,50,1,2,5,1,NA,0,1,NA,1,NA,135,135,135,135,24,"0","sub-001",1,25,135,"out-group","in-group","baseline","different"
"136",136,136,136,136,13,"underestimator","overestimator",1,1,3,0,0.9477853,97,1,1,2,1,NA,0,1,NA,1,NA,136,136,136,136,13,"0","sub-001",1,14,136,"out-group","in-group","baseline","different"
"137",137,137,137,137,23,"underestimator","overestimator",1,2,3,0,0.8085451,57,1,2,4,1,NA,0,1,NA,1,NA,137,137,137,137,23,"0","sub-001",1,24,137,"out-group","in-group","baseline","different"
"138",138,138,138,138,21,"underestimator","overestimator",1,2,1,1,0.496857,75,1,1,1,NA,1,0,0,1,NA,1,138,138,138,138,21,"1","sub-001",1,22,138,"out-group","in-group","baseline","both_high"
"139",139,139,139,139,31,"underestimator","overestimator",1,3,1,1,0.6385987,79,1,1,2,1,NA,0,0,NA,1,NA,139,139,139,139,31,"1","sub-001",1,32,139,"out-group","in-group","baseline","different"
"140",140,140,140,140,32,"underestimator","overestimator",1,3,2,1,0.9619695,54,1,2,4,1,NA,0,0,NA,1,NA,140,140,140,140,32,"1","sub-001",1,33,140,"out-group","in-group","baseline","different"
"141",141,141,141,141,21,"underestimator","overestimator",1,2,1,1,0.8286851,54,1,1,1,NA,1,0,0,1,NA,1,141,141,141,141,21,"1","sub-001",1,22,141,"out-group","in-group","baseline","both_high"
"142",142,142,142,142,21,"underestimator","overestimator",1,2,1,1,0.4355093,59,1,1,1,NA,1,0,0,1,NA,1,142,142,142,142,21,"1","sub-001",1,22,142,"out-group","in-group","baseline","both_high"
"143",143,143,143,143,31,"underestimator","overestimator",1,3,1,1,0.4626429,66,1,1,2,1,NA,0,0,NA,1,NA,143,143,143,143,31,"1","sub-001",1,32,143,"out-group","in-group","baseline","different"
"144",144,144,144,144,41,"underestimator","overestimator",1,4,1,1,0.4508207,77,1,1,3,1,NA,0,0,NA,1,NA,144,144,144,144,41,"1","sub-001",1,42,144,"out-group","in-group","baseline","different"
"145",145,145,145,145,23,"underestimator","overestimator",1,2,3,0,0.7181179,56,1,2,4,1,NA,0,1,NA,1,NA,145,145,145,145,23,"0","sub-001",1,24,145,"out-group","in-group","baseline","different"
"146",146,146,146,146,42,"underestimator","overestimator",1,4,2,1,0.6375947,52,1,2,5,1,NA,0,0,NA,1,NA,146,146,146,146,42,"1","sub-001",1,43,146,"out-group","in-group","baseline","different"
"147",147,147,147,147,24,"underestimator","overestimator",1,2,4,0,0.7841353,57,1,2,5,1,NA,0,1,NA,1,NA,147,147,147,147,24,"0","sub-001",1,25,147,"out-group","in-group","baseline","different"
"148",148,148,148,148,21,"underestimator","overestimator",1,2,1,1,0.4514002,98,1,1,1,NA,1,0,0,1,NA,1,148,148,148,148,21,"1","sub-001",1,22,148,"out-group","in-group","baseline","both_high"
"149",149,149,149,149,41,"underestimator","overestimator",1,4,1,1,0.4522581,81,1,1,3,1,NA,0,0,NA,1,NA,149,149,149,149,41,"1","sub-001",1,42,149,"out-group","in-group","baseline","different"
"150",150,150,150,150,13,"underestimator","overestimator",1,1,3,0,0.4691007,57,1,1,2,1,NA,0,1,NA,1,NA,150,150,150,150,13,"0","sub-001",1,14,150,"out-group","in-group","baseline","different"
"151",151,151,151,151,13,"underestimator","overestimator",1,1,3,0,0.4779963,80,1,1,2,1,NA,0,1,NA,1,NA,151,151,151,151,13,"0","sub-001",1,14,151,"out-group","in-group","baseline","different"
"152",152,152,152,152,31,"underestimator","overestimator",1,3,1,1,0.3964222,70,1,1,2,1,NA,0,0,NA,1,NA,152,152,152,152,31,"1","sub-001",1,32,152,"out-group","in-group","baseline","different"
"153",153,153,153,153,24,"underestimator","overestimator",1,2,4,0,1.2123194,55,1,2,5,1,NA,0,1,NA,1,NA,153,153,153,153,24,"0","sub-001",1,25,153,"out-group","in-group","baseline","different"
"154",154,154,154,154,43,"underestimator","overestimator",1,4,3,0,0.9094059,39,1,4,6,NA,0,0,1,-1,NA,0,154,154,154,154,43,"0","sub-001",1,44,154,"out-group","in-group","baseline","both_low"
"155",155,155,155,155,43,"underestimator","overestimator",1,4,3,0,0.7590502,34,1,4,6,NA,0,0,1,-1,NA,0,155,155,155,155,43,"0","sub-001",1,44,155,"out-group","in-group","baseline","both_low"
"156",156,156,156,156,42,"underestimator","overestimator",1,4,2,1,1.1278875,60,1,2,5,1,NA,0,0,NA,1,NA,156,156,156,156,42,"1","sub-001",1,43,156,"out-group","in-group","baseline","different"
"157",157,157,157,157,21,"underestimator","overestimator",1,2,1,1,0.7534981,67,1,1,1,NA,1,0,0,1,NA,1,157,157,157,157,21,"1","sub-001",1,22,157,"out-group","in-group","baseline","both_high"
"158",158,158,158,158,13,"underestimator","overestimator",1,1,3,0,0.6611523,87,1,1,2,1,NA,0,1,NA,1,NA,158,158,158,158,13,"0","sub-001",1,14,158,"out-group","in-group","baseline","different"
"159",159,159,159,159,14,"underestimator","overestimator",1,1,4,0,0.6253685,49,1,1,3,1,NA,0,1,NA,1,NA,159,159,159,159,14,"0","sub-001",1,15,159,"out-group","in-group","baseline","different"
"160",160,160,160,160,43,"underestimator","overestimator",1,4,3,0,1.1012857,37,1,4,6,NA,0,0,1,-1,NA,0,160,160,160,160,43,"0","sub-001",1,44,160,"out-group","in-group","baseline","both_low"
"161",161,161,161,161,42,"underestimator","overestimator",1,4,2,1,0.6034524,63,1,2,5,1,NA,0,0,NA,1,NA,161,161,161,161,42,"1","sub-001",1,43,161,"out-group","in-group","baseline","different"
"162",162,162,162,162,34,"underestimator","overestimator",1,3,4,1,0.808742,42,1,4,6,NA,0,0,0,-1,NA,0,162,162,162,162,34,"1","sub-001",1,35,162,"out-group","in-group","baseline","both_low"
"163",163,163,163,163,41,"underestimator","overestimator",1,4,1,1,0.6923076,57,1,1,3,1,NA,0,0,NA,1,NA,163,163,163,163,41,"1","sub-001",1,42,163,"out-group","in-group","baseline","different"
"164",164,164,164,164,43,"underestimator","overestimator",1,4,3,0,1.0516589,38,1,4,6,NA,0,0,1,-1,NA,0,164,164,164,164,43,"0","sub-001",1,44,164,"out-group","in-group","baseline","both_low"
"165",165,165,165,165,23,"underestimator","overestimator",1,2,3,0,0.8616892,58,1,2,4,1,NA,0,1,NA,1,NA,165,165,165,165,23,"0","sub-001",1,24,165,"out-group","in-group","baseline","different"
"166",166,166,166,166,42,"underestimator","overestimator",1,4,2,1,0.7524287,55,1,2,5,1,NA,0,0,NA,1,NA,166,166,166,166,42,"1","sub-001",1,43,166,"out-group","in-group","baseline","different"
"167",167,167,167,167,32,"underestimator","overestimator",1,3,2,1,0.8346691,61,1,2,4,1,NA,0,0,NA,1,NA,167,167,167,167,32,"1","sub-001",1,33,167,"out-group","in-group","baseline","different"
"168",168,168,168,168,42,"underestimator","overestimator",1,4,2,1,0.8335996,59,1,2,5,1,NA,0,0,NA,1,NA,168,168,168,168,42,"1","sub-001",1,43,168,"out-group","in-group","baseline","different"
"169",169,169,169,169,23,"underestimator","overestimator",1,2,3,0,0.6804495,49,1,2,4,1,NA,0,1,NA,1,NA,169,169,169,169,23,"0","sub-001",1,24,169,"out-group","in-group","baseline","different"
"170",170,170,170,170,12,"underestimator","overestimator",1,1,2,1,0.6795903,61,1,2,1,NA,0,0,0,1,NA,0,170,170,170,170,12,"1","sub-001",1,13,170,"out-group","in-group","baseline","both_high"
"171",171,171,171,171,41,"underestimator","overestimator",1,4,1,1,0.6503872,66,1,1,3,1,NA,0,0,NA,1,NA,171,171,171,171,41,"1","sub-001",1,42,171,"out-group","in-group","baseline","different"
"172",172,172,172,172,34,"underestimator","overestimator",1,3,4,NA,NA,30,1,0,6,NA,NA,0,NA,-1,NA,NA,172,172,172,172,34,"None","sub-001",1,35,172,"out-group","in-group","baseline","both_low"
"173",173,173,173,173,24,"underestimator","overestimator",1,2,4,0,0.7146225,54,1,2,5,1,NA,0,1,NA,1,NA,173,173,173,173,24,"0","sub-001",1,25,173,"out-group","in-group","baseline","different"
"174",174,174,174,174,41,"underestimator","overestimator",1,4,1,1,0.6001205,80,1,1,3,1,NA,0,0,NA,1,NA,174,174,174,174,41,"1","sub-001",1,42,174,"out-group","in-group","baseline","different"
"175",175,175,175,175,24,"underestimator","overestimator",1,2,4,0,0.6823675,49,1,2,5,1,NA,0,1,NA,1,NA,175,175,175,175,24,"0","sub-001",1,25,175,"out-group","in-group","baseline","different"
"176",176,176,176,176,32,"underestimator","overestimator",1,3,2,1,0.9040577,50,1,2,4,1,NA,0,0,NA,1,NA,176,176,176,176,32,"1","sub-001",1,33,176,"out-group","in-group","baseline","different"
"177",177,177,177,177,34,"underestimator","overestimator",1,3,4,1,0.9504407,40,1,4,6,NA,0,0,0,-1,NA,0,177,177,177,177,34,"1","sub-001",1,35,177,"out-group","in-group","baseline","both_low"
"178",178,178,178,178,32,"underestimator","overestimator",1,3,2,1,0.8411113,66,1,2,4,1,NA,0,0,NA,1,NA,178,178,178,178,32,"1","sub-001",1,33,178,"out-group","in-group","baseline","different"
"179",179,179,179,179,43,"underestimator","overestimator",1,4,3,0,0.8827439,48,1,4,6,NA,0,0,1,-1,NA,0,179,179,179,179,43,"0","sub-001",1,44,179,"out-group","in-group","baseline","both_low"
"180",180,180,180,180,23,"underestimator","overestimator",1,2,3,0,0.8588212,59,1,2,4,1,NA,0,1,NA,1,NA,180,180,180,180,23,"0","sub-001",1,24,180,"out-group","in-group","baseline","different"
"181",181,181,181,181,34,"underestimator","overestimator",2,3,4,NA,NA,49,1,0,6,NA,NA,0,NA,-1,NA,NA,1,1,181,1,34,"None","sub-001",1,35,1,"out-group","in-group","out-group","both_low"
"182",182,182,182,182,32,"underestimator","overestimator",2,3,2,0,1.0926783,52,1,3,4,0,NA,0,1,NA,0,NA,2,2,182,2,32,"0","sub-001",1,33,2,"out-group","in-group","out-group","different"
"183",183,183,183,183,12,"underestimator","overestimator",2,1,2,0,1.2793437,72,1,1,1,NA,1,0,1,1,NA,1,3,3,183,3,12,"0","sub-001",1,13,3,"out-group","in-group","out-group","both_high"
"184",184,184,184,184,14,"underestimator","overestimator",2,1,4,1,1.3153202,46,1,4,3,0,NA,0,0,NA,0,NA,4,4,184,4,14,"1","sub-001",1,15,4,"out-group","in-group","out-group","different"
"185",185,185,185,185,41,"underestimator","overestimator",2,4,1,NA,NA,70,1,0,3,0,NA,0,NA,NA,NA,NA,5,5,185,5,41,"None","sub-001",1,42,5,"out-group","in-group","out-group","different"
"186",186,186,186,186,31,"underestimator","overestimator",2,3,1,0,1.1169315,33,1,3,2,0,NA,0,1,NA,0,NA,6,6,186,6,31,"0","sub-001",1,32,6,"out-group","in-group","out-group","different"
"187",187,187,187,187,42,"underestimator","overestimator",2,4,2,0,1.2537472,44,1,4,5,0,NA,0,1,NA,0,NA,7,7,187,7,42,"0","sub-001",1,43,7,"out-group","in-group","out-group","different"
"188",188,188,188,188,12,"underestimator","overestimator",2,1,2,0,1.194542,49,1,1,1,NA,1,0,1,1,NA,1,8,8,188,8,12,"0","sub-001",1,13,8,"out-group","in-group","out-group","both_high"
"189",189,189,189,189,13,"underestimator","overestimator",2,1,3,1,0.6924689,39,1,3,2,0,NA,0,0,NA,0,NA,9,9,189,9,13,"1","sub-001",1,14,9,"out-group","in-group","out-group","different"
"190",190,190,190,190,32,"underestimator","overestimator",2,3,2,0,1.0950318,46,1,3,4,0,NA,0,1,NA,0,NA,10,10,190,10,32,"0","sub-001",1,33,10,"out-group","in-group","out-group","different"
"191",191,191,191,191,34,"underestimator","overestimator",2,3,4,0,0.5005245,65,1,3,6,NA,1,0,1,-1,NA,1,11,11,191,11,34,"0","sub-001",1,35,11,"out-group","in-group","out-group","both_low"
"192",192,192,192,192,41,"underestimator","overestimator",2,4,1,NA,NA,53,1,0,3,0,NA,0,NA,NA,NA,NA,12,12,192,12,41,"None","sub-001",1,42,12,"out-group","in-group","out-group","different"
"193",193,193,193,193,34,"underestimator","overestimator",2,3,4,0,0.8263975,73,1,3,6,NA,1,0,1,-1,NA,1,13,13,193,13,34,"0","sub-001",1,35,13,"out-group","in-group","out-group","both_low"
"194",194,194,194,194,21,"underestimator","overestimator",2,2,1,0,1.4237354,66,1,2,1,NA,0,0,1,1,NA,0,14,14,194,14,21,"0","sub-001",1,22,14,"out-group","in-group","out-group","both_high"
"195",195,195,195,195,34,"underestimator","overestimator",2,3,4,0,1.0224094,43,1,3,6,NA,1,0,1,-1,NA,1,15,15,195,15,34,"0","sub-001",1,35,15,"out-group","in-group","out-group","both_low"
"196",196,196,196,196,42,"underestimator","overestimator",2,4,2,0,0.9055883,28,1,4,5,0,NA,0,1,NA,0,NA,16,16,196,16,42,"0","sub-001",1,43,16,"out-group","in-group","out-group","different"
"197",197,197,197,197,24,"underestimator","overestimator",2,2,4,0,1.3604197,62,1,2,5,1,NA,0,1,NA,1,NA,17,17,197,17,24,"0","sub-001",1,25,17,"out-group","in-group","out-group","different"
"198",198,198,198,198,42,"underestimator","overestimator",2,4,2,1,1.3248335,66,1,2,5,1,NA,0,0,NA,1,NA,18,18,198,18,42,"1","sub-001",1,43,18,"out-group","in-group","out-group","different"
"199",199,199,199,199,32,"underestimator","overestimator",2,3,2,1,1.1643354,54,1,2,4,1,NA,0,0,NA,1,NA,19,19,199,19,32,"1","sub-001",1,33,19,"out-group","in-group","out-group","different"
"200",200,200,200,200,23,"underestimator","overestimator",2,2,3,1,1.4198213,43,1,3,4,0,NA,0,0,NA,0,NA,20,20,200,20,23,"1","sub-001",1,24,20,"out-group","in-group","out-group","different"
"201",201,201,201,201,24,"underestimator","overestimator",2,2,4,0,1.0916806,54,1,2,5,1,NA,0,1,NA,1,NA,21,21,201,21,24,"0","sub-001",1,25,21,"out-group","in-group","out-group","different"
"202",202,202,202,202,24,"underestimator","overestimator",2,2,4,0,1.0859155,60,1,2,5,1,NA,0,1,NA,1,NA,22,22,202,22,24,"0","sub-001",1,25,22,"out-group","in-group","out-group","different"
"203",203,203,203,203,24,"underestimator","overestimator",2,2,4,0,0.6120797,68,1,2,5,1,NA,0,1,NA,1,NA,23,23,203,23,24,"0","sub-001",1,25,23,"out-group","in-group","out-group","different"
"204",204,204,204,204,12,"underestimator","overestimator",2,1,2,0,1.3937656,81,1,1,1,NA,1,0,1,1,NA,1,24,24,204,24,12,"0","sub-001",1,13,24,"out-group","in-group","out-group","both_high"
"205",205,205,205,205,24,"underestimator","overestimator",2,2,4,0,1.0755762,61,1,2,5,1,NA,0,1,NA,1,NA,25,25,205,25,24,"0","sub-001",1,25,25,"out-group","in-group","out-group","different"
"206",206,206,206,206,23,"underestimator","overestimator",2,2,3,NA,NA,42,1,0,4,0,NA,0,NA,NA,NA,NA,26,26,206,26,23,"None","sub-001",1,24,26,"out-group","in-group","out-group","different"
"207",207,207,207,207,14,"underestimator","overestimator",2,1,4,0,1.1192056,47,1,1,3,1,NA,0,1,NA,1,NA,27,27,207,27,14,"0","sub-001",1,15,27,"out-group","in-group","out-group","different"
"208",208,208,208,208,41,"underestimator","overestimator",2,4,1,1,0.7316034,65,1,1,3,1,NA,0,0,NA,1,NA,28,28,208,28,41,"1","sub-001",1,42,28,"out-group","in-group","out-group","different"
"209",209,209,209,209,24,"underestimator","overestimator",2,2,4,0,0.8416239,52,1,2,5,1,NA,0,1,NA,1,NA,29,29,209,29,24,"0","sub-001",1,25,29,"out-group","in-group","out-group","different"
"210",210,210,210,210,31,"underestimator","overestimator",2,3,1,1,0.8288265,62,1,1,2,1,NA,0,0,NA,1,NA,30,30,210,30,31,"1","sub-001",1,32,30,"out-group","in-group","out-group","different"
"211",211,211,211,211,14,"underestimator","overestimator",2,1,4,0,0.4787831,75,1,1,3,1,NA,0,1,NA,1,NA,31,31,211,31,14,"0","sub-001",1,15,31,"out-group","in-group","out-group","different"
"212",212,212,212,212,21,"underestimator","overestimator",2,2,1,1,0.7552154,75,1,1,1,NA,1,0,0,1,NA,1,32,32,212,32,21,"1","sub-001",1,22,32,"out-group","in-group","out-group","both_high"
"213",213,213,213,213,13,"underestimator","overestimator",2,1,3,0,0.7081337,67,1,1,2,1,NA,0,1,NA,1,NA,33,33,213,33,13,"0","sub-001",1,14,33,"out-group","in-group","out-group","different"
"214",214,214,214,214,34,"underestimator","overestimator",2,3,4,NA,NA,31,1,0,6,NA,NA,0,NA,-1,NA,NA,34,34,214,34,34,"None","sub-001",1,35,34,"out-group","in-group","out-group","both_low"
"215",215,215,215,215,41,"underestimator","overestimator",2,4,1,1,1.2245029,27,1,1,3,1,NA,0,0,NA,1,NA,35,35,215,35,41,"1","sub-001",1,42,35,"out-group","in-group","out-group","different"
"216",216,216,216,216,31,"underestimator","overestimator",2,3,1,1,1.099944,74,1,1,2,1,NA,0,0,NA,1,NA,36,36,216,36,31,"1","sub-001",1,32,36,"out-group","in-group","out-group","different"
"217",217,217,217,217,41,"underestimator","overestimator",2,4,1,1,0.6032081,84,1,1,3,1,NA,0,0,NA,1,NA,37,37,217,37,41,"1","sub-001",1,42,37,"out-group","in-group","out-group","different"
"218",218,218,218,218,23,"underestimator","overestimator",2,2,3,0,1.3056033,63,1,2,4,1,NA,0,1,NA,1,NA,38,38,218,38,23,"0","sub-001",1,24,38,"out-group","in-group","out-group","different"
"219",219,219,219,219,23,"underestimator","overestimator",2,2,3,0,0.6390868,62,1,2,4,1,NA,0,1,NA,1,NA,39,39,219,39,23,"0","sub-001",1,24,39,"out-group","in-group","out-group","different"
"220",220,220,220,220,32,"underestimator","overestimator",2,3,2,1,0.8131246,70,1,2,4,1,NA,0,0,NA,1,NA,40,40,220,40,32,"1","sub-001",1,33,40,"out-group","in-group","out-group","different"
"221",221,221,221,221,12,"underestimator","overestimator",2,1,2,1,0.4870325,67,1,2,1,NA,0,0,0,1,NA,0,41,41,221,41,12,"1","sub-001",1,13,41,"out-group","in-group","out-group","both_high"
"222",222,222,222,222,31,"underestimator","overestimator",2,3,1,1,1.0155351,71,1,1,2,1,NA,0,0,NA,1,NA,42,42,222,42,31,"1","sub-001",1,32,42,"out-group","in-group","out-group","different"
"223",223,223,223,223,21,"underestimator","overestimator",2,2,1,0,1.1036704,68,1,2,1,NA,0,0,1,1,NA,0,43,43,223,43,21,"0","sub-001",1,22,43,"out-group","in-group","out-group","both_high"
"224",224,224,224,224,23,"underestimator","overestimator",2,2,3,0,0.7671545,61,1,2,4,1,NA,0,1,NA,1,NA,44,44,224,44,23,"0","sub-001",1,24,44,"out-group","in-group","out-group","different"
"225",225,225,225,225,23,"underestimator","overestimator",2,2,3,0,0.655714,63,1,2,4,1,NA,0,1,NA,1,NA,45,45,225,45,23,"0","sub-001",1,24,45,"out-group","in-group","out-group","different"
"226",226,226,226,226,12,"underestimator","overestimator",2,1,2,1,0.8631631,65,1,2,1,NA,0,0,0,1,NA,0,46,46,226,46,12,"1","sub-001",1,13,46,"out-group","in-group","out-group","both_high"
"227",227,227,227,227,34,"underestimator","overestimator",2,3,4,NA,NA,44,1,0,6,NA,NA,0,NA,-1,NA,NA,47,47,227,47,34,"None","sub-001",1,35,47,"out-group","in-group","out-group","both_low"
"228",228,228,228,228,12,"underestimator","overestimator",2,1,2,1,0.9949645,51,1,2,1,NA,0,0,0,1,NA,0,48,48,228,48,12,"1","sub-001",1,13,48,"out-group","in-group","out-group","both_high"
"229",229,229,229,229,34,"underestimator","overestimator",2,3,4,1,1.1781494,45,1,4,6,NA,0,0,0,-1,NA,0,49,49,229,49,34,"1","sub-001",1,35,49,"out-group","in-group","out-group","both_low"
"230",230,230,230,230,32,"underestimator","overestimator",2,3,2,1,0.8662813,70,1,2,4,1,NA,0,0,NA,1,NA,50,50,230,50,32,"1","sub-001",1,33,50,"out-group","in-group","out-group","different"
"231",231,231,231,231,31,"underestimator","overestimator",2,3,1,1,0.5762999,76,1,1,2,1,NA,0,0,NA,1,NA,51,51,231,51,31,"1","sub-001",1,32,51,"out-group","in-group","out-group","different"
"232",232,232,232,232,32,"underestimator","overestimator",2,3,2,1,1.3110544,62,1,2,4,1,NA,0,0,NA,1,NA,52,52,232,52,32,"1","sub-001",1,33,52,"out-group","in-group","out-group","different"
"233",233,233,233,233,21,"underestimator","overestimator",2,2,1,1,0.8949827,68,1,1,1,NA,1,0,0,1,NA,1,53,53,233,53,21,"1","sub-001",1,22,53,"out-group","in-group","out-group","both_high"
"234",234,234,234,234,23,"underestimator","overestimator",2,2,3,0,0.6665217,59,1,2,4,1,NA,0,1,NA,1,NA,54,54,234,54,23,"0","sub-001",1,24,54,"out-group","in-group","out-group","different"
"235",235,235,235,235,12,"underestimator","overestimator",2,1,2,0,0.9716925,66,1,1,1,NA,1,0,1,1,NA,1,55,55,235,55,12,"0","sub-001",1,13,55,"out-group","in-group","out-group","both_high"
"236",236,236,236,236,32,"underestimator","overestimator",2,3,2,1,0.7030163,56,1,2,4,1,NA,0,0,NA,1,NA,56,56,236,56,32,"1","sub-001",1,33,56,"out-group","in-group","out-group","different"
"237",237,237,237,237,42,"underestimator","overestimator",2,4,2,1,0.6701076,61,1,2,5,1,NA,0,0,NA,1,NA,57,57,237,57,42,"1","sub-001",1,43,57,"out-group","in-group","out-group","different"
"238",238,238,238,238,31,"underestimator","overestimator",2,3,1,1,0.7525598,62,1,1,2,1,NA,0,0,NA,1,NA,58,58,238,58,31,"1","sub-001",1,32,58,"out-group","in-group","out-group","different"
"239",239,239,239,239,24,"underestimator","overestimator",2,2,4,0,0.4916687,55,1,2,5,1,NA,0,1,NA,1,NA,59,59,239,59,24,"0","sub-001",1,25,59,"out-group","in-group","out-group","different"
"240",240,240,240,240,42,"underestimator","overestimator",2,4,2,1,0.6601491,69,1,2,5,1,NA,0,0,NA,1,NA,60,60,240,60,42,"1","sub-001",1,43,60,"out-group","in-group","out-group","different"
"241",241,241,241,241,13,"underestimator","overestimator",2,1,3,0,0.8006768,66,1,1,2,1,NA,0,1,NA,1,NA,61,61,241,61,13,"0","sub-001",1,14,61,"out-group","in-group","out-group","different"
"242",242,242,242,242,12,"underestimator","overestimator",2,1,2,1,0.6130788,56,1,2,1,NA,0,0,0,1,NA,0,62,62,242,62,12,"1","sub-001",1,13,62,"out-group","in-group","out-group","both_high"
"243",243,243,243,243,42,"underestimator","overestimator",2,4,2,1,0.5552085,56,1,2,5,1,NA,0,0,NA,1,NA,63,63,243,63,42,"1","sub-001",1,43,63,"out-group","in-group","out-group","different"
